timestamp_utc,total_system_power,smooth
2023-01-25 04:38:00+00:00,0.0,0.0
2023-01-25 04:40:00+00:00,0.0,0.0
2023-01-25 04:42:00+00:00,0.0,2.990123447487696e-20
2023-01-25 04:44:00+00:00,0.0,2.4237426703845795e-16
2023-01-25 04:46:00+00:00,0.0,7.229278839046386e-13
2023-01-25 04:48:00+00:00,0.0,7.940401481101092e-10
2023-01-25 04:50:00+00:00,0.0,3.217143402112639e-07
2023-01-25 04:52:00+00:00,0.0,4.8302833924092316e-05
2023-01-25 04:54:00+00:00,0.0,0.0027202779763775588
2023-01-25 04:56:00+00:00,0.0,0.05924427005950182
2023-01-25 04:58:00+00:00,0.0,0.5343004691130732
2023-01-25 05:00:00+00:00,2.967,2.2501039904514526
2023-01-25 05:02:00+00:00,8.142000000000001,5.115732513205264
2023-01-25 05:04:00+00:00,8.234,7.260895871407268
2023-01-25 05:06:00+00:00,7.497999999999999,7.768841375150274
2023-01-25 05:08:00+00:00,7.6129999999999995,7.6415274677690865
2023-01-25 05:10:00+00:00,7.452000000000001,7.589012261497212
2023-01-25 05:12:00+00:00,7.843,7.690165380582166
2023-01-25 05:14:00+00:00,7.957999999999999,7.865563153933911
2023-01-25 05:16:00+00:00,8.165,7.952267608659042
2023-01-25 05:18:00+00:00,7.59,7.8425500109212525
2023-01-25 05:20:00+00:00,7.59,7.659647566080035
2023-01-25 05:22:00+00:00,7.475,7.5922612014565924
2023-01-25 05:24:00+00:00,7.751,7.6891498062999535
2023-01-25 05:26:00+00:00,8.257,7.83826606775122
2023-01-25 05:28:00+00:00,7.36,7.763633159886188
2023-01-25 05:30:00+00:00,7.705,7.491641248354498
2023-01-25 05:32:00+00:00,6.992000000000001,6.891482551834099
2023-01-25 05:34:00+00:00,3.611,6.036256314575426
2023-01-25 05:36:00+00:00,7.82,6.320145534377232
2023-01-25 05:38:00+00:00,8.51,7.528919219612668
2023-01-25 05:40:00+00:00,7.912000000000001,8.134825597022898
2023-01-25 05:42:00+00:00,8.556000000000001,8.332629727883331
2023-01-25 05:44:00+00:00,8.901,8.463888789997487
2023-01-25 05:46:00+00:00,7.497999999999999,8.354269560422175
2023-01-25 05:48:00+00:00,9.039,8.373959019152919
2023-01-25 05:50:00+00:00,8.487,8.45237946896113
2023-01-25 05:52:00+00:00,7.751,8.177384189148063
2023-01-25 05:54:00+00:00,7.797000000000001,7.868491445993051
2023-01-25 05:56:00+00:00,7.636,7.731061880471122
2023-01-25 05:58:00+00:00,7.659,7.704760674322568
2023-01-25 06:00:00+00:00,7.8660000000000005,7.791821862773985
2023-01-25 06:02:00+00:00,8.004,7.974648621678706
2023-01-25 06:04:00+00:00,8.533,8.18139833115923
2023-01-25 06:06:00+00:00,8.119,8.233868800177905
2023-01-25 06:08:00+00:00,8.027000000000001,8.159448221825002
2023-01-25 06:10:00+00:00,8.096,8.284672623885157
2023-01-25 06:12:00+00:00,9.43,8.773985457737284
2023-01-25 06:14:00+00:00,9.798,9.135304064561325
2023-01-25 06:16:00+00:00,7.8660000000000005,8.794466369303848
2023-01-25 06:18:00+00:00,8.187999999999999,8.253459479149184
2023-01-25 06:20:00+00:00,7.8660000000000005,7.980061758388952
2023-01-25 06:22:00+00:00,7.682,7.762609009979998
2023-01-25 06:24:00+00:00,7.268,7.560770503603128
2023-01-25 06:26:00+00:00,7.6129999999999995,7.522020419496367
2023-01-25 06:28:00+00:00,7.705,7.640539607828406
2023-01-25 06:30:00+00:00,7.8660000000000005,7.780230679669789
2023-01-25 06:32:00+00:00,7.888999999999999,7.932695309202805
2023-01-25 06:34:00+00:00,8.51,8.10221757925698
2023-01-25 06:36:00+00:00,7.935,8.080731481502191
2023-01-25 06:38:00+00:00,7.636,7.823204924722849
2023-01-25 06:40:00+00:00,7.337000000000001,7.606194536435087
2023-01-25 06:42:00+00:00,7.797000000000001,7.600198962206667
2023-01-25 06:44:00+00:00,7.636,7.703421453169739
2023-01-25 06:46:00+00:00,8.027000000000001,7.780610815459004
2023-01-25 06:48:00+00:00,7.544,7.768466701236337
2023-01-25 06:50:00+00:00,7.82,7.730326960063151
2023-01-25 06:52:00+00:00,7.659,7.76568447432146
2023-01-25 06:54:00+00:00,8.096,7.844206621254158
2023-01-25 06:56:00+00:00,7.774,7.843020108523597
2023-01-25 06:58:00+00:00,7.475,7.774980308329415
2023-01-25 07:00:00+00:00,8.257,7.872586591335131
2023-01-25 07:02:00+00:00,8.004,7.971386973835605
2023-01-25 07:04:00+00:00,7.705,7.844227841974252
2023-01-25 07:06:00+00:00,7.406000000000001,7.684872701899835
2023-01-25 07:08:00+00:00,8.004,7.695500553562885
2023-01-25 07:10:00+00:00,7.6129999999999995,7.7192963800377195
2023-01-25 07:12:00+00:00,7.497999999999999,7.685381912296869
2023-01-25 07:14:00+00:00,8.073,7.7836810936677345
2023-01-25 07:16:00+00:00,7.981,7.853763012046766
2023-01-25 07:18:00+00:00,7.314,7.714931568979143
2023-01-25 07:20:00+00:00,7.751,7.6253289227802945
2023-01-25 07:22:00+00:00,7.751,7.644736925528817
2023-01-25 07:24:00+00:00,7.36,7.58492482242903
2023-01-25 07:26:00+00:00,7.544,7.580738233195315
2023-01-25 07:28:00+00:00,8.096,7.719086267912437
2023-01-25 07:30:00+00:00,7.521,7.756547852613552
2023-01-25 07:32:00+00:00,7.751,7.700253380522959
2023-01-25 07:34:00+00:00,7.682,7.687082998362358
2023-01-25 07:36:00+00:00,7.682,7.649732601674598
2023-01-25 07:38:00+00:00,7.36,7.5882635834045775
2023-01-25 07:40:00+00:00,7.8660000000000005,7.5941001008141
2023-01-25 07:42:00+00:00,7.382999999999999,7.59701939824327
2023-01-25 07:44:00+00:00,7.636,7.601527029263317
2023-01-25 07:46:00+00:00,7.8660000000000005,7.689495859194418
2023-01-25 07:48:00+00:00,7.6129999999999995,7.73829777767343
2023-01-25 07:50:00+00:00,7.888999999999999,7.754341073450138
2023-01-25 07:52:00+00:00,7.682,7.758826993459761
2023-01-25 07:54:00+00:00,7.728,7.753147030848619
2023-01-25 07:56:00+00:00,7.888999999999999,7.791858911207736
2023-01-25 07:58:00+00:00,7.82,7.806879055461349
2023-01-25 08:00:00+00:00,7.636,7.770968460069663
2023-01-25 08:02:00+00:00,7.843,7.799413323291057
2023-01-25 08:04:00+00:00,8.165,7.853542601022329
2023-01-25 08:06:00+00:00,7.268,7.741850058057382
2023-01-25 08:08:00+00:00,7.774,7.657796035253107
2023-01-25 08:10:00+00:00,7.888999999999999,7.722941238107682
2023-01-25 08:12:00+00:00,7.497999999999999,7.724623287816129
2023-01-25 08:14:00+00:00,7.957999999999999,7.697937380263537
2023-01-25 08:16:00+00:00,7.314,7.6566463910128775
2023-01-25 08:18:00+00:00,7.843,7.6868479379076655
2023-01-25 08:20:00+00:00,8.05,7.808068024416462
2023-01-25 08:22:00+00:00,7.521,7.7966579985288655
2023-01-25 08:24:00+00:00,7.888999999999999,7.744967594228891
2023-01-25 08:26:00+00:00,7.728,7.691843375139235
2023-01-25 08:28:00+00:00,7.13,7.577505654131963
2023-01-25 08:30:00+00:00,8.05,7.639993324030615
2023-01-25 08:32:00+00:00,7.774,7.786193367400633
2023-01-25 08:34:00+00:00,7.751,7.802353331654508
2023-01-25 08:36:00+00:00,7.912000000000001,7.778307964785595
2023-01-25 08:38:00+00:00,7.428999999999999,7.7320177511959445
2023-01-25 08:40:00+00:00,8.004,7.77735292674551
2023-01-25 08:42:00+00:00,8.004,7.871127963325325
2023-01-25 08:44:00+00:00,7.567,7.8406099745025255
2023-01-25 08:46:00+00:00,8.004,7.851972819848694
2023-01-25 08:48:00+00:00,8.05,7.9367278117002344
2023-01-25 08:50:00+00:00,7.797000000000001,7.93838040872582
2023-01-25 08:52:00+00:00,8.004,7.920966502937916
2023-01-25 08:54:00+00:00,7.957999999999999,7.883183390347345
2023-01-25 08:56:00+00:00,7.475,7.72324899859978
2023-01-25 08:58:00+00:00,7.428999999999999,7.608878458472801
2023-01-25 09:00:00+00:00,7.981,7.736648317099237
2023-01-25 09:02:00+00:00,8.187999999999999,7.887763808926721
2023-01-25 09:04:00+00:00,7.382999999999999,7.773934846467267
2023-01-25 09:06:00+00:00,7.497999999999999,7.641107696066002
2023-01-25 09:08:00+00:00,8.211,7.702930850004432
2023-01-25 09:10:00+00:00,7.107,7.6671444063511744
2023-01-25 09:12:00+00:00,7.8660000000000005,7.650851878189839
2023-01-25 09:14:00+00:00,8.05,7.768534121654315
2023-01-25 09:16:00+00:00,7.314,7.734592172883438
2023-01-25 09:18:00+00:00,7.981,7.706238607620547
2023-01-25 09:20:00+00:00,7.659,7.745389141076822
2023-01-25 09:22:00+00:00,7.751,7.723024154586791
2023-01-25 09:24:00+00:00,7.567,7.718991274499809
2023-01-25 09:26:00+00:00,8.096,7.7840575009553
2023-01-25 09:28:00+00:00,7.521,7.822743962219215
2023-01-25 09:30:00+00:00,8.187999999999999,7.856894664471303
2023-01-25 09:32:00+00:00,7.659,7.872582299644138
2023-01-25 09:34:00+00:00,7.957999999999999,7.829154539081951
2023-01-25 09:36:00+00:00,7.567,7.815557314924413
2023-01-25 09:38:00+00:00,8.257,7.8581854233850565
2023-01-25 09:40:00+00:00,7.475,7.8355375943670005
2023-01-25 09:42:00+00:00,8.004,7.738665856118826
2023-01-25 09:44:00+00:00,7.245,7.626307863056136
2023-01-25 09:46:00+00:00,7.682,7.579884733651851
2023-01-25 09:48:00+00:00,7.774,7.693493757162145
2023-01-25 09:50:00+00:00,7.659,7.946568453508911
2023-01-25 09:52:00+00:00,9.568,8.381797579731977
2023-01-25 09:54:00+00:00,7.843,8.489803775975657
2023-01-25 09:56:00+00:00,8.326,8.260919326544945
2023-01-25 09:58:00+00:00,7.912000000000001,8.214830323831157
2023-01-25 10:00:00+00:00,8.878,8.395292314476523
2023-01-25 10:02:00+00:00,8.602,8.501745428256278
2023-01-25 10:04:00+00:00,7.912000000000001,8.275715319449523
2023-01-25 10:06:00+00:00,7.888999999999999,8.001190017801193
2023-01-25 10:08:00+00:00,7.797000000000001,7.912730085137047
2023-01-25 10:10:00+00:00,8.28,7.919963939769396
2023-01-25 10:12:00+00:00,7.245,7.837344086049694
2023-01-25 10:14:00+00:00,8.395,7.767786497671924
2023-01-25 10:16:00+00:00,6.968999999999999,7.641817880012573
2023-01-25 10:18:00+00:00,7.774,7.50325826065595
2023-01-25 10:20:00+00:00,7.337000000000001,7.5098477092485085
2023-01-25 10:22:00+00:00,7.636,7.560946091889809
2023-01-25 10:24:00+00:00,7.888999999999999,7.627644932201949
2023-01-25 10:26:00+00:00,7.061,7.623588207317052
2023-01-25 10:28:00+00:00,8.418,7.786898077346541
2023-01-25 10:30:00+00:00,7.8660000000000005,8.043581095072826
2023-01-25 10:32:00+00:00,8.51,8.177548967561686
2023-01-25 10:34:00+00:00,8.096,8.170583453204863
2023-01-25 10:36:00+00:00,7.705,8.03256633456841
2023-01-25 10:38:00+00:00,8.395,7.966530447585354
2023-01-25 10:40:00+00:00,7.268,7.8806243500870945
2023-01-25 10:42:00+00:00,8.28,7.877990603557224
2023-01-25 10:44:00+00:00,7.957999999999999,7.970135809975974
2023-01-25 10:46:00+00:00,7.797000000000001,7.942517907626716
2023-01-25 10:48:00+00:00,8.05,7.945357946423614
2023-01-25 10:50:00+00:00,7.8660000000000005,8.079503100726626
2023-01-25 10:52:00+00:00,8.993,8.368886729283094
2023-01-25 10:54:00+00:00,8.372,8.588925910372168
2023-01-25 10:56:00+00:00,8.832,8.696011652844884
2023-01-25 10:58:00+00:00,8.901,8.88624834241562
2023-01-25 11:00:00+00:00,9.683,8.973908777100787
2023-01-25 11:02:00+00:00,7.567,8.606743186579655
2023-01-25 11:04:00+00:00,8.302999999999999,8.15453022192174
2023-01-25 11:06:00+00:00,7.774,7.962464433669718
2023-01-25 11:08:00+00:00,7.728,7.824820904479132
2023-01-25 11:10:00+00:00,7.82,7.743758785913178
2023-01-25 11:12:00+00:00,7.452000000000001,7.682535836283262
2023-01-25 11:14:00+00:00,7.935,7.651153567232481
2023-01-25 11:16:00+00:00,7.222,7.588777329384788
2023-01-25 11:18:00+00:00,7.82,7.5219634472423476
2023-01-25 11:20:00+00:00,7.037999999999999,7.504346688423384
2023-01-25 11:22:00+00:00,8.142000000000001,7.59825458232507
2023-01-25 11:24:00+00:00,7.475,7.676392864385939
2023-01-25 11:26:00+00:00,7.544,7.639699559243086
2023-01-25 11:28:00+00:00,7.957999999999999,7.677374293105061
2023-01-25 11:30:00+00:00,7.382999999999999,7.683189739493356
2023-01-25 11:32:00+00:00,7.981,7.655296968227326
2023-01-25 11:34:00+00:00,7.199,7.6015150701625425
2023-01-25 11:36:00+00:00,7.843,7.581722319676303
2023-01-25 11:38:00+00:00,7.544,7.607664836199455
2023-01-25 11:40:00+00:00,7.544,7.544417673118218
2023-01-25 11:42:00+00:00,7.291,7.467902490643011
2023-01-25 11:44:00+00:00,7.521,7.535195523874544
2023-01-25 11:46:00+00:00,8.142000000000001,7.794539658906141
2023-01-25 11:48:00+00:00,8.142000000000001,7.98036782952758
2023-01-25 11:50:00+00:00,7.751,7.878030987533068
2023-01-25 11:52:00+00:00,7.291,7.660653663068349
2023-01-25 11:54:00+00:00,7.935,7.592783171396421
2023-01-25 11:56:00+00:00,7.199,7.586334480212488
2023-01-25 11:58:00+00:00,7.935,7.63320308647127
2023-01-25 12:00:00+00:00,7.797000000000001,7.695842194503544
2023-01-25 12:02:00+00:00,7.153,7.6388036114656845
2023-01-25 12:04:00+00:00,8.349,7.6945343883114194
2023-01-25 12:06:00+00:00,7.176,7.752081428397297
2023-01-25 12:08:00+00:00,8.28,7.815941683591965
2023-01-25 12:10:00+00:00,7.774,7.961276469992118
2023-01-25 12:12:00+00:00,8.395,8.021177046375962
2023-01-25 12:14:00+00:00,7.59,7.913307015204788
2023-01-25 12:16:00+00:00,7.59,7.7286263814981275
2023-01-25 12:18:00+00:00,7.843,7.679193105350636
2023-01-25 12:20:00+00:00,7.452000000000001,7.65462694699749
2023-01-25 12:22:00+00:00,7.82,7.609252975333794
2023-01-25 12:24:00+00:00,7.222,7.537792143915717
2023-01-25 12:26:00+00:00,7.705,7.499691722726382
2023-01-25 12:28:00+00:00,7.268,7.599908246314672
2023-01-25 12:30:00+00:00,8.187999999999999,8.077800953865472
2023-01-25 12:32:00+00:00,10.304,8.944305601782247
2023-01-25 12:34:00+00:00,9.315,9.260639915730742
2023-01-25 12:36:00+00:00,7.8660000000000005,8.654236078833586
2023-01-25 12:38:00+00:00,7.6129999999999995,7.923787065520034
2023-01-25 12:40:00+00:00,7.337000000000001,7.500111519158632
2023-01-25 12:42:00+00:00,7.015,7.287404484507699
2023-01-25 12:44:00+00:00,7.428999999999999,7.301671164336667
2023-01-25 12:46:00+00:00,7.6129999999999995,7.4609914345611585
2023-01-25 12:48:00+00:00,7.59,7.561357128556518
2023-01-25 12:50:00+00:00,7.475,7.6136182038370395
2023-01-25 12:52:00+00:00,8.142000000000001,7.699939649199486
2023-01-25 12:54:00+00:00,7.153,7.70719093600239
2023-01-25 12:56:00+00:00,8.302999999999999,7.761887747751654
2023-01-25 12:58:00+00:00,7.497999999999999,7.8912668563764266
2023-01-25 13:00:00+00:00,8.556000000000001,8.018157540711007
2023-01-25 13:02:00+00:00,7.843,8.044446997660016
2023-01-25 13:04:00+00:00,7.705,7.922730408399999
2023-01-25 13:06:00+00:00,8.165,7.969558961312219
2023-01-25 13:08:00+00:00,7.6129999999999995,8.44395634629274
2023-01-25 13:10:00+00:00,12.374,9.390944351028182
2023-01-25 13:12:00+00:00,7.774,9.40584108966882
2023-01-25 13:14:00+00:00,8.073,8.383991111953847
2023-01-25 13:16:00+00:00,7.061,7.744340771282294
2023-01-25 13:18:00+00:00,7.957999999999999,7.733859464311614
2023-01-25 13:20:00+00:00,8.372,8.154855255071066
2023-01-25 13:22:00+00:00,9.246,8.522418474608513
2023-01-25 13:24:00+00:00,7.912000000000001,8.351254702612142
2023-01-25 13:26:00+00:00,7.199,7.852274470445019
2023-01-25 13:28:00+00:00,8.073,7.665223869466884
2023-01-25 13:30:00+00:00,7.314,7.67637245445303
2023-01-25 13:32:00+00:00,7.981,7.738309675665805
2023-01-25 13:34:00+00:00,7.935,7.8788023481545855
2023-01-25 13:36:00+00:00,7.981,7.96808743888347
2023-01-25 13:38:00+00:00,7.8660000000000005,8.158523512174684
2023-01-25 13:40:00+00:00,9.66,8.57706646478325
2023-01-25 13:42:00+00:00,8.418,8.65756231617649
2023-01-25 13:44:00+00:00,7.291,8.388080470119485
2023-01-25 13:46:00+00:00,9.959,8.701125254642243
2023-01-25 13:48:00+00:00,9.384,9.091713958838449
2023-01-25 13:50:00+00:00,7.888999999999999,8.77517637706936
2023-01-25 13:52:00+00:00,8.717,8.370607730653106
2023-01-25 13:54:00+00:00,7.567,8.107674944561115
2023-01-25 13:56:00+00:00,8.05,7.881239685068377
2023-01-25 13:58:00+00:00,7.406000000000001,7.770863908405517
2023-01-25 14:00:00+00:00,8.05,7.8024931048274
2023-01-25 14:02:00+00:00,7.981,7.91876727797106
2023-01-25 14:04:00+00:00,7.797000000000001,7.996702120366198
2023-01-25 14:06:00+00:00,8.602,8.153161279299585
2023-01-25 14:08:00+00:00,8.004,8.289114911552577
2023-01-25 14:10:00+00:00,8.832,8.346025506808044
2023-01-25 14:12:00+00:00,7.6129999999999995,8.367045736468336
2023-01-25 14:14:00+00:00,9.591000000000001,8.537343108712053
2023-01-25 14:16:00+00:00,7.382999999999999,8.934121465057228
2023-01-25 14:18:00+00:00,12.857000000000001,9.676973497011332
2023-01-25 14:20:00+00:00,7.8660000000000005,9.64581231855746
2023-01-25 14:22:00+00:00,7.981,8.839824060754028
2023-01-25 14:24:00+00:00,10.189,8.79371341618893
2023-01-25 14:26:00+00:00,7.314,8.903122046036385
2023-01-25 14:28:00+00:00,10.948,9.024570358669845
2023-01-25 14:30:00+00:00,7.59,8.827015650654905
2023-01-25 14:32:00+00:00,7.912000000000001,8.189538429839539
2023-01-25 14:34:00+00:00,7.6129999999999995,8.151503118119688
2023-01-25 14:36:00+00:00,10.465,8.724358128484306
2023-01-25 14:38:00+00:00,8.096,8.837507606030584
2023-01-25 14:40:00+00:00,7.728,8.431600328549182
2023-01-25 14:42:00+00:00,9.269,8.533502720714694
2023-01-25 14:44:00+00:00,8.947000000000001,8.787581989061383
2023-01-25 14:46:00+00:00,8.234,8.63264024237249
2023-01-25 14:48:00+00:00,8.51,8.339223716335248
2023-01-25 14:50:00+00:00,7.497999999999999,8.03290313465046
2023-01-25 14:52:00+00:00,7.8660000000000005,7.832016997185693
2023-01-25 14:54:00+00:00,8.004,7.7248364853279226
2023-01-25 14:56:00+00:00,7.36,7.019695729532739
2023-01-25 14:58:00+00:00,3.082,5.25367722837421
2023-01-25 15:00:00+00:00,3.0589999999999997,3.26256449724457
2023-01-25 15:02:00+00:00,0.0,1.6122608548625583
2023-01-25 15:04:00+00:00,0.0,0.4567682773595017
2023-01-25 15:06:00+00:00,0.0,0.05642718402571494
2023-01-25 15:08:00+00:00,0.0,0.0027195930617555466
2023-01-25 15:10:00+00:00,0.0,4.922815505667508e-05
2023-01-25 15:12:00+00:00,0.0,3.302715111308286e-07
2023-01-25 15:14:00+00:00,0.0,8.17368231533233e-10
2023-01-25 15:16:00+00:00,0.0,7.449104125950463e-13
2023-01-25 15:18:00+00:00,0.0,2.4983620950642445e-16
2023-01-25 15:20:00+00:00,0.0,3.0828404536113454e-20
2023-01-25 15:22:00+00:00,0.0,0.0
2023-01-25 15:24:00+00:00,0.0,0.0
2023-01-25 15:26:00+00:00,0.0,0.0
2023-01-25 15:28:00+00:00,0.0,0.0
2023-01-25 15:30:00+00:00,0.0,0.0
2023-01-25 15:32:00+00:00,0.0,0.0
2023-01-25 15:34:00+00:00,0.0,0.0
2023-01-25 15:36:00+00:00,0.0,0.0
2023-01-25 15:38:00+00:00,0.0,0.0
2023-01-25 15:40:00+00:00,0.0,0.0
2023-01-25 15:42:00+00:00,0.0,0.0
2023-01-25 15:44:00+00:00,0.0,0.0
2023-01-25 15:46:00+00:00,0.0,0.0
2023-01-25 15:48:00+00:00,0.0,0.0
2023-01-25 15:50:00+00:00,0.0,0.0
2023-01-25 15:52:00+00:00,0.0,0.0
2023-01-25 15:54:00+00:00,0.0,0.0
2023-01-25 15:56:00+00:00,0.0,0.0
2023-01-25 15:58:00+00:00,0.0,0.0
2023-01-25 16:00:00+00:00,0.0,0.0
2023-01-25 16:02:00+00:00,0.0,0.0
2023-01-25 16:04:00+00:00,0.0,0.0
2023-01-25 16:06:00+00:00,0.0,0.0
2023-01-25 16:08:00+00:00,0.0,0.0
2023-01-25 16:10:00+00:00,0.0,0.0
2023-01-25 16:12:00+00:00,0.0,0.0
2023-01-25 16:14:00+00:00,0.0,0.0
2023-01-25 16:16:00+00:00,0.0,0.0
2023-01-25 16:18:00+00:00,0.0,0.0
2023-01-25 16:20:00+00:00,0.0,0.0
2023-01-25 16:22:00+00:00,0.0,0.0
2023-01-25 16:24:00+00:00,0.0,0.0
2023-01-25 16:26:00+00:00,0.0,0.0
2023-01-25 16:28:00+00:00,0.0,0.0
2023-01-25 16:30:00+00:00,0.0,0.0
2023-01-25 16:32:00+00:00,0.0,0.0
2023-01-25 16:34:00+00:00,0.0,0.0
